type	time	latitude	longitude	altitude (ft)	speed (mph)	distance_interval (ft)	name	desc
T	2022-07-15 00:22:21	33.968328419	-118.446654763	5.6	3.0	4.01		
T	2022-07-15 00:22:22	33.968338195	-118.446654483	4.6	2.6	3.58		
T	2022-07-15 00:22:23	33.968350996	-118.446652523	4.5	2.8	4.70		
T	2022-07-15 00:22:24	33.968367811	-118.446650698	6.0	3.7	6.15		
T	2022-07-15 00:22:25	33.968392956	-118.446649364	9.1	5.2	9.18		
T	2022-07-15 00:22:26	33.968405869	-118.446650458	8.1	4.7	4.71		
T	2022-07-15 00:22:27	33.968421345	-118.446647483	7.3	3.5	5.73		
T	2022-07-15 00:22:28	33.968437925	-118.446648568	7.3	4.0	6.06		
T	2022-07-15 00:22:29	33.968454044	-118.446647849	7.0	4.1	5.89		
T	2022-07-15 00:22:30	33.968479165	-118.446647591	7.5	5.1	9.17		
T	2022-07-15 00:22:31	33.968492995	-118.446652343	7.1	4.9	5.24		
T	2022-07-15 00:22:32	33.968503225	-118.446652323	6.8	3.0	3.74		
T	2022-07-15 00:22:33	33.968512839	-118.446648296	5.4	2.5	3.71		
T	2022-07-15 00:22:34	33.968531318	-118.446646660	5.2	3.5	6.77		
T	2022-07-15 00:22:35	33.968546617	-118.446646158	5.0	4.2	5.57		
T	2022-07-15 00:22:36	33.968555239	-118.446645449	3.8	3.0	3.15		
T	2022-07-15 00:22:37	33.968567433	-118.446642637	2.9	2.6	4.55		
T	2022-07-15 00:22:38	33.968576498	-118.446645444	3.9	2.6	3.41		
T	2022-07-15 00:22:39	33.968598918	-118.446639816	13.0	3.9	8.36		
T	2022-07-15 00:22:40	33.968609025	-118.446637715	11.3	4.1	3.74		
T	2022-07-15 00:22:41	33.968618445	-118.446631034	10.5	2.6	3.99		
T	2022-07-15 00:22:42	33.968617439	-118.446634546	8.0	1.1	1.12		
T	2022-07-15 00:22:43	33.968621917	-118.446633772	9.3	0.5	1.65		
T	2022-07-15 00:22:44	33.968627152	-118.446631691	7.1	1.2	2.02		
T	2022-07-15 00:22:45	33.968639941	-118.446626610	5.5	2.4	4.91		
T	2022-07-15 00:22:46	33.968644114	-118.446626008	2.7	2.2	1.53		
T	2022-07-15 00:22:47	33.968654018	-118.446622039	3.5	1.8	3.81		
T	2022-07-15 00:22:48	33.968663540	-118.446617151	2.4	2.6	3.79		
T	2022-07-15 00:22:49	33.968668102	-118.446617994	3.0	1.8	1.71		
T	2022-07-15 00:22:50	33.968682881	-118.446614848	4.6	2.4	5.48		
T	2022-07-15 00:22:51	33.968692811	-118.446620200	9.4	3.1	3.96		
T	2022-07-15 00:22:52	33.968702397	-118.446621580	10.6	2.5	3.52		
T	2022-07-15 00:22:53	33.968706061	-118.446624585	8.7	1.7	1.65		
T	2022-07-15 00:22:54	33.968731458	-118.446620526	9.8	3.6	9.35		
T	2022-07-15 00:22:55	33.968748472	-118.446625120	11.4	5.3	6.37		
T	2022-07-15 00:22:56	33.968762044	-118.446623180	15.4	3.8	5.00		
T	2022-07-15 00:22:57	33.968754703	-118.446619719	10.2	1.0	2.89		
T	2022-07-15 00:22:58	33.968759542	-118.446619416	7.7	0.5	1.76		
T	2022-07-15 00:22:59	33.968767222	-118.446618912	7.0	1.6	2.79		
T	2022-07-15 00:23:00	33.968780744	-118.446616860	5.8	2.6	4.96		
T	2022-07-15 00:23:01	33.968787295	-118.446614800	3.5	2.5	2.45		
T	2022-07-15 00:23:02	33.968786485	-118.446614604	3.7	0.8	0.44		
T	2022-07-15 00:23:03	33.968791261	-118.446607801	6.2	0.9	2.68		
T	2022-07-15 00:23:04	33.968799529	-118.446607416	6.5	1.8	3.02		
T	2022-07-15 00:23:05	33.968806736	-118.446607372	4.0	1.9	2.61		
T	2022-07-15 00:23:06	33.968806038	-118.446608717	5.8	0.8	0.44		
T	2022-07-15 00:23:07	33.968808422	-118.446612952	4.5	0.6	1.53		
T	2022-07-15 00:23:08	33.968814685	-118.446616000	4.5	1.3	2.45		
T	2022-07-15 00:23:09	33.968832395	-118.446615747	6.3	3.0	6.47		
T	2022-07-15 00:23:10	33.968850647	-118.446621274	6.6	4.5	6.87		
T	2022-07-15 00:23:10.999	33.968869876	-118.446625543	7.7	4.8	7.14		
T	2022-07-15 00:23:11.999	33.968875036	-118.446629180	7.6	3.1	2.16		
T	2022-07-15 00:23:13	33.968889772	-118.446636599	7.8	2.7	5.83		
T	2022-07-15 00:23:14	33.968906682	-118.446639817	7.6	4.1	6.24		
T	2022-07-15 00:23:14.999	33.968901174	-118.446641751	5.7	1.5	2.11		
T	2022-07-15 00:23:15.999	33.968916473	-118.446632786	6.4	1.4	6.21		
T	2022-07-15 00:23:16.999	33.968933425	-118.446635172	5.3	4.1	6.22		
T	2022-07-15 00:23:17.999	33.968952400	-118.446641452	9.3	4.6	7.18		
T	2022-07-15 00:23:18.999	33.968958135	-118.446645591	7.4	3.3	2.45		
T	2022-07-15 00:23:19.999	33.968972071	-118.446642805	7.2	2.5	5.16		
T	2022-07-15 00:23:20.999	33.968985480	-118.446644196	7.1	3.4	4.91		
T	2022-07-15 00:23:21.999	33.969005312	-118.446644730	9.9	4.1	7.24		
T	2022-07-15 00:23:22.999	33.969016968	-118.446652025	7.0	4.0	4.78		
T	2022-07-15 00:23:23.999	33.969025503	-118.446653173	6.3	2.7	3.15		
T	2022-07-15 00:23:24.999	33.969034151	-118.446647532	5.1	2.2	3.61		
T	2022-07-15 00:23:25.999	33.969032029	-118.446642937	4.9	1.3	1.59		
T	2022-07-15 00:23:27	33.969050139	-118.446642220	5.2	2.1	6.61		
T	2022-07-15 00:23:28	33.969066269	-118.446641282	4.8	4.3	5.89		
T	2022-07-15 00:23:29	33.969076514	-118.446638427	5.7	3.3	3.83		
T	2022-07-15 00:23:30	33.969090482	-118.446640775	4.5	3.0	5.15		
T	2022-07-15 00:23:31	33.969105575	-118.446647816	7.2	3.7	5.91		
T	2022-07-15 00:23:32	33.969112137	-118.446655411	8.1	3.1	3.33		
T	2022-07-15 00:23:33	33.969124354	-118.446654844	6.4	2.4	4.47		
T	2022-07-15 00:23:34	33.969134923	-118.446652667	5.6	2.8	3.90		
T	2022-07-15 00:23:35	33.969147759	-118.446657015	9.8	2.9	4.87		
T	2022-07-15 00:23:36	33.969149427	-118.446662719	9.9	2.1	1.82		
T	2022-07-15 00:23:37	33.969140945	-118.446673250	9.7	1.9	4.45		
T	2022-07-15 00:23:38	33.969162549	-118.446673326	2.9	2.0	7.88		
T	2022-07-15 00:23:39	33.969170878	-118.446679955	2.4	3.8	3.65		
T	2022-07-15 00:23:40	33.969189100	-118.446683782	4.8	3.5	6.75		
T	2022-07-15 00:23:41	33.969191674	-118.446690864	7.1	2.8	2.37		
T	2022-07-15 00:23:42	33.969208448	-118.446695500	8.2	2.7	6.29		
T	2022-07-15 00:23:43	33.969218634	-118.446697560	8.0	3.4	3.79		
T	2022-07-15 00:23:44	33.969229046	-118.446700485	9.8	2.6	3.90		
T	2022-07-15 00:23:45	33.969253655	-118.446706646	9.9	4.5	9.17		
T	2022-07-15 00:23:46	33.969266562	-118.446707522	8.9	4.7	4.72		
T	2022-07-15 00:23:47	33.969275875	-118.446709251	6.6	2.8	3.43		
T	2022-07-15 00:23:48	33.969283703	-118.446707983	13.0	2.1	2.89		
T	2022-07-15 00:23:49	33.969294058	-118.446706035	11.6	2.3	3.83		
T	2022-07-15 00:23:50	33.969302211	-118.446707691	11.6	2.3	3.02		
T	2022-07-15 00:23:51	33.969301381	-118.446706230	9.4	0.9	0.54		
T	2022-07-15 00:23:52	33.969308434	-118.446705912	7.2	0.8	2.57		
T	2022-07-15 00:23:53	33.969317834	-118.446706826	6.5	2.0	3.44		
T	2022-07-15 00:23:54	33.969325620	-118.446705423	-4.5	2.1	2.89		
T	2022-07-15 00:23:55	33.969334756	-118.446707045	-4.0	2.1	3.37		
T	2022-07-15 00:23:56	33.969348188	-118.446708020	-1.9	2.8	4.90		
T	2022-07-15 00:23:57	33.969363873	-118.446706869	1.6	3.6	5.73		
T	2022-07-15 00:23:58	33.969372459	-118.446702987	1.2	3.1	3.33		
T	2022-07-15 00:23:59	33.969382441	-118.446702093	2.1	2.4	3.65		
T	2022-07-15 00:24:00	33.969400667	-118.446701113	3.5	3.5	6.65		
T	2022-07-15 00:24:01	33.969415126	-118.446693190	4.7	4.2	5.79		
T	2022-07-15 00:24:02	33.969431010	-118.446691673	5.4	3.9	5.82		
T	2022-07-15 00:24:03	33.969439843	-118.446689993	5.6	3.1	3.27		
T	2022-07-15 00:24:04	33.969459328	-118.446698444	5.5	3.6	7.55		
T	2022-07-15 00:24:05	33.969467917	-118.446696088	5.8	3.5	3.21		
T	2022-07-15 00:24:06	33.969478408	-118.446696392	7.6	2.4	3.83		
T	2022-07-15 00:24:07	33.969481016	-118.446695284	7.8	1.6	0.98		
T	2022-07-15 00:24:08	33.969483622	-118.446690053	8.3	0.9	1.84		
T	2022-07-15 00:24:09	33.969490017	-118.446688709	7.1	1.3	2.37		
T	2022-07-15 00:24:10	33.969502770	-118.446691057	8.7	2.4	4.70		
T	2022-07-15 00:24:11	33.969509496	-118.446691842	8.8	2.4	2.45		
T	2022-07-15 00:24:12	33.969521714	-118.446695039	15.9	2.4	4.57		
T	2022-07-15 00:24:13	33.969525712	-118.446692420	14.5	2.0	1.65		
T	2022-07-15 00:24:14	33.969532674	-118.446691328	12.5	1.4	2.55		
T	2022-07-15 00:24:15	33.969540494	-118.446683241	0.1	2.1	3.75		
T	2022-07-15 00:24:16	33.969547028	-118.446681118	-1.2	2.1	2.45		
T	2022-07-15 00:24:17	33.969560209	-118.446677610	-12.1	2.5	4.92		
T	2022-07-15 00:24:18	33.969561610	-118.446687738	-7.5	1.9	3.10		
T	2022-07-15 00:24:19	33.969571634	-118.446690560	-6.5	2.0	3.76		
T	2022-07-15 00:24:20	33.969579104	-118.446687638	-3.1	2.2	2.85		
T	2022-07-15 00:24:21	33.969597591	-118.446698724	1.2	3.3	7.53		
T	2022-07-15 00:24:22	33.969604844	-118.446703681	3.9	3.6	3.05		
T	2022-07-15 00:24:23	33.969616796	-118.446706906	6.1	2.5	4.47		
T	2022-07-15 00:24:24	33.969630302	-118.446707576	10.6	3.2	4.93		
T	2022-07-15 00:24:25	33.969629208	-118.446707289	10.3	1.5	0.44		
T	2022-07-15 00:24:26	33.969648722	-118.446725222	9.6	2.9	8.95		
T	2022-07-15 00:24:27	33.969657891	-118.446726034	8.6	4.1	3.37		
T	2022-07-15 00:24:28	33.969673838	-118.446723512	8.6	3.1	5.88		
T	2022-07-15 00:24:29	33.969692963	-118.446730427	6.4	4.4	7.28		
T	2022-07-15 00:24:30	33.969697781	-118.446728586	0.2	3.0	1.87		
T	2022-07-15 00:24:31	33.969699083	-118.446729495	-1.7	0.8	0.54		
T	2022-07-15 00:24:32	33.969713955	-118.446734223	-2.2	2.1	5.62		
T	2022-07-15 00:24:33	33.969736060	-118.446737109	2.8	4.7	8.12		
T	2022-07-15 00:24:34	33.969741670	-118.446737895	3.6	3.5	2.07		
T	2022-07-15 00:24:35	33.969753548	-118.446743073	5.0	2.3	4.60		
T	2022-07-15 00:24:36	33.969765677	-118.446743085	8.1	3.0	4.42		
T	2022-07-15 00:24:37	33.969774067	-118.446742445	4.8	2.6	3.08		
T	2022-07-15 00:24:38	33.969779390	-118.446735957	6.2	1.9	2.75		
T	2022-07-15 00:24:39	33.969783453	-118.446736281	5.6	1.3	1.46		
T	2022-07-15 00:24:40	33.969793838	-118.446737688	4.2	1.8	3.81		
T	2022-07-15 00:24:41	33.969803026	-118.446737225	4.6	2.4	3.37		
T	2022-07-15 00:24:42	33.969814418	-118.446735640	5.0	2.6	4.19		
T	2022-07-15 00:24:43	33.969825732	-118.446734488	0.8	2.8	4.16		
T	2022-07-15 00:24:44	33.969839011	-118.446738442	1.8	3.1	4.99		
T	2022-07-15 00:24:45	33.969849836	-118.446750756	9.9	3.4	5.43		
T	2022-07-15 00:24:46	33.969855330	-118.446751886	10.0	2.5	2.02		
T	2022-07-15 00:24:47	33.969865133	-118.446750536	8.0	1.9	3.59		
T	2022-07-15 00:24:48	33.969876151	-118.446751141	7.0	2.6	4.01		
T	2022-07-15 00:24:49	33.969893380	-118.446759349	6.9	3.6	6.75		
T	2022-07-15 00:24:50	33.969908929	-118.446762962	1.5	4.3	5.78		
T	2022-07-15 00:24:51	33.969916318	-118.446765514	1.6	2.9	2.80		
T	2022-07-15 00:24:52	33.969917202	-118.446770382	9.5	1.3	1.49		
T	2022-07-15 00:24:53	33.969925247	-118.446776494	10.1	1.6	3.47		
T	2022-07-15 00:24:54	33.969938560	-118.446782587	10.7	2.9	5.19		
T	2022-07-15 00:24:55	33.969947809	-118.446791865	10.7	3.2	4.38		
T	2022-07-15 00:24:56	33.969936804	-118.446793566	1.4	1.1	4.04		
T	2022-07-15 00:24:57	33.969930035	-118.446780635	-2.7	2.5	4.62		
T	2022-07-15 00:24:58	33.969918234	-118.446788603	-2.5	2.4	4.92		
T	2022-07-15 00:24:59	33.969922063	-118.446807788	-0.8	3.0	5.96		
T	2022-07-15 00:25:00	33.969923825	-118.446819819	-6.7	3.3	3.69		
T	2022-07-15 00:25:01	33.969934673	-118.446822704	-6.1	2.2	4.04		
T	2022-07-15 00:25:02	33.969934533	-118.446821327	-5.7	1.3	0.44		
T	2022-07-15 00:25:03	33.969951701	-118.446833961	1.4	2.4	7.34		
T	2022-07-15 00:25:04	33.969963095	-118.446845571	4.3	4.3	5.45		
T	2022-07-15 00:25:05	33.969970091	-118.446851993	5.8	2.9	3.21		
T	2022-07-15 00:25:06	33.969984741	-118.446860965	6.5	3.1	5.99		
T	2022-07-15 00:25:06.999	33.970011311	-118.446882637	3.8	6.0	11.70		
T	2022-07-15 00:25:07.999	33.970029122	-118.446882530	-10.0	6.0	6.50		
T	2022-07-15 00:25:08.999	33.970042924	-118.446889026	-14.4	4.0	5.40		
T	2022-07-15 00:25:09.999	33.970057524	-118.446893451	-13.1	3.7	5.50		
T	2022-07-15 00:25:10.999	33.970069415	-118.446896979	-16.6	3.4	4.47		
T	2022-07-15 00:25:11.999	33.970077112	-118.446899377	-14.6	2.5	2.92		
T	2022-07-15 00:25:12.999	33.970084055	-118.446898733	-8.5	1.8	2.53		
T	2022-07-15 00:25:13.999	33.970094116	-118.446896019	-2.3	2.1	3.78		
T	2022-07-15 00:25:14.999	33.970101928	-118.446903533	2.5	2.3	3.65		
T	2022-07-15 00:25:15.999	33.970110053	-118.446909181	4.5	2.4	3.43		
T	2022-07-15 00:25:16.999	33.970121691	-118.446920344	3.7	3.0	5.41		
T	2022-07-15 00:25:17.999	33.970129196	-118.446924111	6.5	2.8	2.99		
T	2022-07-15 00:25:18.999	33.970137930	-118.446925503	6.8	2.1	3.22		
T	2022-07-15 00:25:19.999	33.970147091	-118.446926945	4.7	2.2	3.40		
T	2022-07-15 00:25:20.999	33.970148025	-118.446933873	2.6	1.5	2.11		
T	2022-07-15 00:25:22	33.970149851	-118.446933496	3.2	0.8	0.70		
T	2022-07-15 00:25:23	33.970158780	-118.446936937	3.7	1.4	3.41		
T	2022-07-15 00:25:24	33.970169046	-118.446940232	5.2	2.5	3.88		
T	2022-07-15 00:25:25	33.970178676	-118.446944087	6.1	2.6	3.70		
T	2022-07-15 00:25:26	33.970193585	-118.446946068	6.6	3.1	5.47		
T	2022-07-15 00:25:27	33.970197371	-118.446947940	7.3	2.4	1.46		
T	2022-07-15 00:25:28	33.970223772	-118.446958858	4.7	4.0	10.18		
T	2022-07-15 00:25:29	33.970235540	-118.446958970	4.3	4.9	4.29		
T	2022-07-15 00:25:30	33.970247479	-118.446963175	4.6	3.0	4.54		
T	2022-07-15 00:25:31	33.970267521	-118.446969036	6.0	4.1	7.53		
T	2022-07-15 00:25:32	33.970280067	-118.446969129	9.9	4.1	4.59		
T	2022-07-15 00:25:33	33.970299602	-118.446967234	15.7	4.0	7.16		
T	2022-07-15 00:25:34	33.970316215	-118.446966388	12.7	4.5	6.06		
T	2022-07-15 00:25:35	33.970332076	-118.446961758	11.4	4.1	5.93		
T	2022-07-15 00:25:36	33.970335409	-118.446951923	10.9	2.8	3.21		
T	2022-07-15 00:25:37	33.970362490	-118.446948251	10.2	4.0	9.94		
T	2022-07-15 00:25:38	33.970374109	-118.446946815	8.6	4.8	4.27		
T	2022-07-15 00:25:39	33.970390951	-118.446945635	1.3	3.6	6.15		
T	2022-07-15 00:25:40	33.970408557	-118.446940029	-0.7	4.3	6.65		
T	2022-07-15 00:25:41	33.970409160	-118.446937085	3.1	2.4	0.98		
T	2022-07-15 00:25:42	33.970412097	-118.446933797	4.4	0.8	1.46		
T	2022-07-15 00:25:43	33.970418099	-118.446933209	5.0	1.2	2.18		
T	2022-07-15 00:25:44	33.970431085	-118.446933908	5.9	2.4	4.74		
T	2022-07-15 00:25:45	33.970444143	-118.446934481	0.3	3.2	4.75		
T	2022-07-15 00:25:46	33.970459346	-118.446932798	-4.8	3.5	5.56		
T	2022-07-15 00:25:47	33.970468626	-118.446926735	-5.7	3.1	3.87		
T	2022-07-15 00:25:48	33.970473600	-118.446924643	-3.9	2.0	1.89		
T	2022-07-15 00:25:49	33.970476693	-118.446922388	2.9	1.1	1.32		
T	2022-07-15 00:25:50	33.970482797	-118.446921261	4.2	1.2	2.25		
T	2022-07-15 00:25:51	33.970494848	-118.446917039	5.9	2.3	4.58		
T	2022-07-15 00:25:52	33.970505662	-118.446915028	6.5	2.9	3.99		
T	2022-07-15 00:25:53	33.970514998	-118.446914916	-1.5	2.5	3.38		
T	2022-07-15 00:25:54	33.970528329	-118.446915118	-0.3	2.8	4.86		
T	2022-07-15 00:25:55	33.970538895	-118.446909486	1.5	3.0	4.20		
T	2022-07-15 00:25:56	33.970542120	-118.446910851	-0.3	1.8	1.21		
T	2022-07-15 00:25:57	33.970563622	-118.446904836	-8.1	3.1	8.05		
T	2022-07-15 00:25:58	33.970579216	-118.446901285	-8.3	4.7	5.79		
T	2022-07-15 00:25:59	33.970592850	-118.446899708	-6.4	3.7	5.01		
T	2022-07-15 00:26:00	33.970605789	-118.446902180	-8.0	3.3	4.78		
T	2022-07-15 00:26:01	33.970618086	-118.446900646	-6.5	3.1	4.51		
T	2022-07-15 00:26:02	33.970624453	-118.446899825	-3.4	2.3	2.37		
T	2022-07-15 00:26:03	33.970636707	-118.446899098	0.2	2.3	4.47		
T	2022-07-15 00:26:04	33.970647685	-118.446893364	2.4	3.0	4.36		
T	2022-07-15 00:26:05	33.970662734	-118.446894534	3.0	3.3	5.50		
T	2022-07-15 00:26:06	33.970668896	-118.446891250	5.3	2.6	2.45		
T	2022-07-15 00:26:07	33.970683227	-118.446892217	4.9	2.6	5.23		
T	2022-07-15 00:26:08	33.970687950	-118.446893009	0.1	2.4	1.76		
T	2022-07-15 00:26:09	33.970695471	-118.446891703	0.5	1.5	2.79		
T	2022-07-15 00:26:10	33.970694968	-118.446891496	1.4	0.9	0.00		
T	2022-07-15 00:26:11	33.970702882	-118.446893166	1.4	0.9	2.95		
T	2022-07-15 00:26:12	33.970714147	-118.446890299	3.2	2.4	4.21		
T	2022-07-15 00:26:13	33.970729797	-118.446886903	4.0	3.4	5.80		
T	2022-07-15 00:26:14	33.970741860	-118.446889868	4.7	3.4	4.48		
T	2022-07-15 00:26:15	33.970754979	-118.446888015	5.0	3.1	4.81		
T	2022-07-15 00:26:16	33.970765596	-118.446883744	4.9	3.0	4.08		
T	2022-07-15 00:26:17	33.970762306	-118.446880711	4.3	1.2	1.53		
T	2022-07-15 00:26:18	33.970783350	-118.446870780	7.1	2.6	8.25		
T	2022-07-15 00:26:19	33.970779358	-118.446866451	15.3	2.6	1.97		
T	2022-07-15 00:26:20	33.970784330	-118.446860345	15.6	1.1	2.59		
T	2022-07-15 00:26:21	33.970791418	-118.446849883	19.0	2.3	4.08		
T	2022-07-15 00:26:22	33.970800654	-118.446835414	29.6	3.3	5.54		
T	2022-07-15 00:26:23	33.970803331	-118.446825814	25.9	2.9	3.05		
T	2022-07-15 00:26:24	33.970819137	-118.446832078	19.6	2.3	6.07		
T	2022-07-15 00:26:25	33.970834612	-118.446830880	15.2	3.9	5.66		
T	2022-07-15 00:26:26	33.970847583	-118.446829264	11.0	3.6	4.76		
T	2022-07-15 00:26:27	33.970857902	-118.446828190	9.3	2.9	3.78		
T	2022-07-15 00:26:28	33.970868238	-118.446826786	8.7	2.6	3.79		
T	2022-07-15 00:26:29	33.970884931	-118.446822659	7.1	3.4	6.21		
T	2022-07-15 00:26:30	33.970887852	-118.446819092	8.1	2.6	1.53		
T	2022-07-15 00:26:31	33.970892338	-118.446823312	6.5	0.9	2.07		
T	2022-07-15 00:26:32	33.970903031	-118.446821946	7.0	1.9	3.92		
T	2022-07-15 00:26:33	33.970903061	-118.446817662	6.0	1.5	1.28		
T	2022-07-15 00:26:34	33.970911640	-118.446812544	4.4	1.4	3.48		
T	2022-07-15 00:26:35	33.970919526	-118.446814701	3.5	2.1	2.95		
T	2022-07-15 00:26:36	33.970933770	-118.446815838	5.2	2.8	5.21		
T	2022-07-15 00:26:37	33.970941086	-118.446816984	5.9	2.7	2.68		
T	2022-07-15 00:26:38	33.970943120	-118.446819527	-3.9	1.2	1.03		
T	2022-07-15 00:26:39	33.970948748	-118.446821997	-2.5	1.1	2.16		
T	2022-07-15 00:26:40	33.970958945	-118.446821860	0.6	2.0	3.72		
T	2022-07-15 00:26:41	33.970966158	-118.446820407	-7.6	2.2	2.68		
T	2022-07-15 00:26:42	33.970978012	-118.446824576	-4.7	2.4	4.50		
T	2022-07-15 00:26:43	33.970985305	-118.446825452	-2.9	2.4	2.68		
T	2022-07-15 00:26:44	33.970999766	-118.446826775	-0.6	2.7	5.29		
T	2022-07-15 00:26:45	33.971010209	-118.446827547	-7.5	3.1	3.81		
T	2022-07-15 00:26:46	33.971021796	-118.446830874	-5.9	2.8	4.36		
T	2022-07-15 00:26:47	33.971040912	-118.446831862	5.9	3.8	6.98		
T	2022-07-15 00:26:48	33.971049129	-118.446833259	0.6	3.4	3.02		
T	2022-07-15 00:26:49	33.971055086	-118.446831997	0.5	1.8	2.20		
T	2022-07-15 00:26:50	33.971065071	-118.446833010	0.8	2.0	3.66		
T	2022-07-15 00:26:51	33.971075143	-118.446833295	4.2	2.5	3.69		
T	2022-07-15 00:26:52	33.971083894	-118.446834415	5.5	2.3	3.24		
T	2022-07-15 00:26:53	33.971092194	-118.446831025	5.6	2.1	3.21		
T	2022-07-15 00:26:54	33.971089929	-118.446824271	-2.7	1.3	2.20		
T	2022-07-15 00:26:55	33.971104446	-118.446825843	-1.4	1.6	5.32		
T	2022-07-15 00:26:56	33.971111289	-118.446823287	-1.4	2.7	2.61		
T	2022-07-15 00:26:57	33.971119879	-118.446819903	1.1	2.0	3.30		
T	2022-07-15 00:26:58	33.971129005	-118.446817322	1.4	2.3	3.41		
T	2022-07-15 00:26:59	33.971126571	-118.446818614	1.5	0.8	0.93		
T	2022-07-15 00:27:00	33.971126571	-118.446818614	1.5	0.3	0.00		
T	2022-07-15 00:27:01	33.971142390	-118.446819253	4.4	2.0	5.79		
T	2022-07-15 00:27:02	33.971148347	-118.446827308	5.6	2.9	3.27		
T	2022-07-15 00:27:03	33.971158170	-118.446826435	6.6	2.1	3.61		
T	2022-07-15 00:27:04	33.971175642	-118.446828848	10.7	3.4	6.41		
T	2022-07-15 00:27:05	33.971172296	-118.446828552	10.0	1.8	1.25		
T	2022-07-15 00:27:06	33.971172296	-118.446828552	10.0	0.4	0.00		
T	2022-07-15 00:27:07	33.971187337	-118.446820856	5.9	2.0	5.97		
T	2022-07-15 00:27:08	33.971183072	-118.446819502	4.9	1.6	1.65		
T	2022-07-15 00:27:09	33.971185644	-118.446823096	-1.1	0.3	1.49		
T	2022-07-15 00:27:10	33.971179646	-118.446820489	-2.6	0.5	2.31		
T	2022-07-15 00:27:11	33.971180562	-118.446814227	2.7	1.1	1.92		
T	2022-07-15 00:27:12	33.971185748	-118.446816784	-0.1	0.8	2.02		
T	2022-07-15 00:27:13	33.971185627	-118.446817016	-0.1	0.7	0.00		
T	2022-07-15 00:27:14	33.971190121	-118.446815222	0.9	0.6	1.73		
T	2022-07-15 00:27:15	33.971190807	-118.446815981	2.3	0.7	0.44		
T	2022-07-15 00:27:16	33.971189493	-118.446816530	3.6	0.2	0.62		
T	2022-07-15 00:27:17	33.971187945	-118.446810686	5.5	0.7	1.87		
T	2022-07-15 00:27:18	33.971201499	-118.446812198	6.5	1.6	4.97		
T	2022-07-15 00:27:19	33.971199974	-118.446810950	8.1	1.5	0.76		
T	2022-07-15 00:27:20	33.971194001	-118.446808114	7.8	1.0	2.33		
T	2022-07-15 00:27:21	33.971193761	-118.446798761	5.4	1.5	2.82		
T	2022-07-15 00:27:22	33.971202829	-118.446799197	2.9	1.4	3.30		
T	2022-07-15 00:27:23	33.971200878	-118.446802127	2.7	0.9	1.17		
T	2022-07-15 00:27:24	33.971199305	-118.446807692	4.9	1.0	1.82		
T	2022-07-15 00:27:25	33.971199305	-118.446807692	4.9	0.6	0.00		
T	2022-07-15 00:27:26	33.971199305	-118.446807692	4.9	0.0	0.00		
T	2022-07-15 00:27:27	33.971199305	-118.446807692	4.9	0.0	0.00		
T	2022-07-15 00:27:28	33.971199305	-118.446807692	4.9	0.0	0.00		
T	2022-07-15 00:27:29	33.971199305	-118.446807692	4.9	0.0	0.00		
T	2022-07-15 00:27:30	33.971180223	-118.446798697	-0.3	2.5	7.48		
T	2022-07-15 00:27:31	33.971186931	-118.446802774	1.8	1.6	2.75		
T	2022-07-15 00:27:32	33.971194798	-118.446805219	1.5	1.9	2.97		
T	2022-07-15 00:27:33	33.971198002	-118.446802780	2.8	1.4	1.32		
T	2022-07-15 00:27:34	33.971205349	-118.446803055	3.2	1.3	2.66		
T	2022-07-15 00:27:35	33.971202993	-118.446802239	3.2	0.6	0.76		
T	2022-07-15 00:27:36	33.971200764	-118.446803056	5.5	0.6	0.88		
T	2022-07-15 00:27:37	33.971185672	-118.446797947	-1.6	2.2	5.73		
T	2022-07-15 00:27:38	33.971186145	-118.446803809	4.8	1.8	1.79		
T	2022-07-15 00:27:39	33.971189662	-118.446806930	5.3	1.1	1.59		
T	2022-07-15 00:27:40	33.971191930	-118.446802547	4.8	0.7	1.59		
T	2022-07-15 00:27:41	33.971193561	-118.446801604	0.9	0.7	0.70		
T	2022-07-15 00:27:42	33.971189450	-118.446797041	0.9	0.6	2.04		
T	2022-07-15 00:27:43	33.971200385	-118.446794424	2.6	1.1	4.06		
T	2022-07-15 00:27:44	33.971199801	-118.446795083	4.1	1.3	0.00		
T	2022-07-15 00:27:45	33.971209325	-118.446797894	4.3	1.2	3.58		
T	2022-07-15 00:27:46	33.971213712	-118.446800652	4.7	1.8	1.84		
T	2022-07-15 00:27:47	33.971217646	-118.446803934	5.3	1.2	1.76		
T	2022-07-15 00:27:48	33.971221371	-118.446803763	4.9	1.0	1.32		
T	2022-07-15 00:27:49	33.971226656	-118.446809731	5.7	1.3	2.64		
T	2022-07-15 00:27:50	33.971233328	-118.446811483	6.0	1.7	2.49		
T	2022-07-15 00:27:51	33.971237374	-118.446807943	5.3	1.3	1.82		
T	2022-07-15 00:27:52	33.971251854	-118.446807409	8.8	2.3	5.27		
T	2022-07-15 00:27:53	33.971258879	-118.446814532	8.7	2.8	3.34		
T	2022-07-15 00:27:54	33.971272436	-118.446819476	7.0	2.8	5.16		
T	2022-07-15 00:27:55	33.971281015	-118.446817966	3.8	2.8	3.16		
T	2022-07-15 00:27:56	33.971287261	-118.446818960	4.3	1.8	2.29		
T	2022-07-15 00:27:57	33.971299075	-118.446824115	8.3	2.3	4.58		
